English,Bangla,Marma,label
When do you study?,আপনি কখন পড়াশোনা করেন?,কো জ্খা চা লে,ntr
Do you live here?,তুমি কি এখানে থাকো?,য়াং? ইংদেমা নিংরে নাং,ntr
I have no idea,আমার কোন ধারণা নাই,মি্সি ত্খোবাং ঙা,neg
His dream came true.,তার স্বপ্ন সত্যি হয়েছে,য়াসু আকং ফ্ররে,pos
How can I help you?,আমি কীভাবে তোমাকে সাহায্য করতে পারি?,নাকো মজং প্যাংবো কুনহেং হোলে?,pos
It's a long story.,এটি একটি দীর্ঘ গল্প,ইচা ত্খু অ্হ্রিথং,ntr
This is my brother,এই আমার ভাই,ঙা আকোসে/ন্ঙ্যিং,ntr
Why are you drying your hair?,তুমি চুল শুকাচ্ছ কেন?,ছেংবাং আস্যা ল্হেংরে লে?,ntr
His advice didn't help.,তার পরামর্শ সাহায্য করেনি,য়াসু আলু প্রচা ম্লুলি,neg
It was really cheap.,এটা সত্যিই সস্তা ছিল,ইচা অ্কংকং হিলিরে এ্তেং,ntr
We started walking,আমরা হাঁটতে শুরু করলাম,ঙো সোওয়ারেব্যা,ntr
I don't speak very well.,আমি খুব ভাল কথা বলি না,ঙা আকোং চ্গা,neg
I trust you.,আমি তোমাকে বিশ্বাস করি,ঙা না্ক ক্যুং রে,pos
Have you ever seen a whale?,আপনি কি কখনও একটি তিমি দেখেছেন?,ম্রাং তিমি কো ব্যা ল?,ntr
Why are you late?,তোমার দেরী হল কেন?,নাং ক্রাফালে? আস্যা,ntr
Have you eaten?,তুমি কি খেয়েছ?,ব্যা চা নাং ল?,ntr
I don't understand,আমি বুঝতে পারছি না।,ঙা ম্নালে,ntr
It's nice to see you,তোমাকে দেখে ভাল লাগলো,ব কো ম্রাং নাক্ প্যহারে,pos
Have you finished dressing?,তুমি কি ড্রেসিং শেষ করেছ?,অওয়ে নাং ওয়েব্যল,ntr
I really miss you,আমি তোমাকে সত্যি মিস করছি,ঙা নাক্ কো অ্কংকং,neg
I miss you.,আমার আপনাকে মনে পরছে,তোওড়ারেয় কোগো ঙা,neg
I am a vegetarian.,আমি একজন নিরামিষভোজী,ঙা মাচা হাংম্রু,ntr
There is nothing wrong with him,তার সাথে কোন ভুল নেই,ত্খুবাং ব য়াসুলা আম্হা মিহি,pos
I am very happy.,আমি অত্যন্ত খুশি,ঙা প্য় রেয়,pos
Will you love me?,তুমি কি আমাকে ভালোবাসবে?,নাং ঙা গো হো ল?,pos
Can I join you?,আমি আপনাকে যোগ দিতে পারি?,ঙা কোগো হোলঃ? ন্হেং থি,pos
Close the door,দরজা বন্ধ করুন,তৈংখা পুঁই ল মে,ntr
His eyes were on me.,তার দৃষ্টি আমার দিকে ছিল,য়াসু ঙাগো আমা,ntr
Let me see.,আমাকে দেখতে দাও,ঙা পি ক্রিহো গো,ntr
There are many fish in this lake,এই হ্রদে অনেক মাছ আছে,ই ওয়েইং মা এর্মা ঙাঃ,ntr
No one was in the garden,বাগানে কেউ ছিল না,য়ইং মা ত্যক্পাং,neg
Are you going?,তুমি কি যাচ্ছ?,নাং লারেয় ল ব্যা,ntr
This bird can't fly,এই পাখি উড়তে পারে না,ম্প্যেংন্হেং ন্হাক্ ই,ntr
This is my brother,এই আমার ভাই,আকোসে/ন্ঙ্যিং ঙা ইচা,ntr
Do you want to go?,আপনি কি যেতে চান?,লা কো খ্যাংরে ল?,pos
Did you do it yourself?,আপনি কি নিজের থেকে এটা করেছেন?,কো ইচা কোমাকো প্যাং চা,ntr
How is everyone at your house?,তোমার বাসার সবাই কেমন আছে,নাং রো ম্জং ইংসারো হিরিলে,ntr
Don't be sad.,দু: খিত হবেন না,অউ ম্স্যুক্যে,pos
When was he born?,সে কখন জন্মেছিল?,য়াসু জা্খা মুইংরে,ntr
Do you want to go?,আপনি কি যেতে চান?,কো খ্যাংরে ল?,pos
See you next week,পরের সপ্তাহে দেখা হবে,ক্যামে খালেয় মা আ্তুই লেমি,ntr
His opinion was not accepted.,তার মতামত গ্রহণ করা হয়নি,ম্নাথংলি চ্গা য়াসু,neg
Did you take a shower?,তুমি কি গোসল করেছ?,খ্যুব্যা রি নাং য়াং?,ntr
This is not a joke,এটি তামাশা না,ইচা ম্হক্ স্যইংচা,neg
That's my book.,যে আমার বই,য়াচা ঙা চা,ntr
Thank you for coming,আসার জন্য আপনাকে ধন্যবাদ,লেটিঃ কোগো কিজু কিজুতাংবারে,pos
It really takes time.,এটা সত্যিই সময় লাগে,ইচা আখ্যিং অ্কংকং লুরেয়,ntr
I'm crazy about you,আমি তোমার সম্পর্কে পাগল,ঙা রুউ মা নাাক্ রে,neg
This is my brother,এই আমার ভাই,ইচা আকোসে/ন্ঙ্যিং,ntr
I can run fast.,আমি দ্রুত দৌড়াতে পারি,ঙা অ্মঃ ন্হেং ব্রি রে,ntr
Which team will win the game?,খেলা কোন দল জিতবে?,আসু অংহো?,pos
What was the word for?,শব্দটা কিসের ছিল?,আ্চা আ্সেং লে?,ntr
I can swim.,আমি সাঁতার কাটতে পারি,ঙা খেহো তেতি,ntr
Did you make it yourself?,তুমি কি এটা নিজে বানিয়েছ?,নাং কোমাকো ইচা লোচা য়াং,ntr
My sister has a job.,আমার বোনের চাকরি আছে,মিমি মা সাগ্রি হিঃরে,ntr
His brother is patient.,তার ভাই ধৈর্যশীল,য়াসু আকোসি রে সিখেং ন্হেং আ্মা,ntr
Do you smoke?,তুমি কি ধুমপান কর,সউতে ছুঁইলি নাং ল?,ntr
His smile was very beautiful.,তার হাসি খুব সুন্দর ছিল,য়াসু রিচা আহ্লা,pos
Will he come?,সে কি আসবে?,সু লেহুঁ ল,ntr
Please give me the bill,দয়া করে বিল দিন।,ট্খ্যা পিন্হেং হুলো?,pos
There have been five murders this month,এই মাসে পাঁচটি খুনের ঘটনা ঘটেছে,ইলামা ঙাখ্ক এসেএওয়ব্যে,neg
My wife is a doctor.,আমার স্ত্রী একজন ডাক্তার,ছিক্রিসামা/ডাওঃতমা ম্যা ঙা,ntr
