English,Bangla,Marma,label
His voice was calm.,তার কণ্ঠ শান্ত ছিল,য়াসু আসেং ঙন্যে হিলিরে,pos
Will you stop talking?,তুমি কি কথা বলা বন্ধ করবে?,প্রহো ইংচা ল তেংহো নাং,neg
It was so noisy.,এটা তাই কোলাহলপূর্ণ ছিল,ইচা য়জং কিজু ক্যক্যছাব হি্লিরে,neg
Have you ever seen a whale?,আপনি কি কখনও একটি তিমি দেখেছেন?,কো ব্যা ম্রাং তিমি ল?,ntr
I miss you.,আমার আপনাকে মনে পরছে,কোগো ঙা,neg
I don't like it,আমি এটা পছন্দ করি না,ইচা মা্সায়া,neg
Have you finished?,তুমি কি শেষ করেছ?,নাঃমা টুংব্যা ল?,ntr
I don't speak very well.,আমি খুব ভাল কথা বলি না,মপ্র চ্গা আকোং,neg
Are you hungry?,তুমি কী ক্ষুধার্ত?,ঙা মওয়ে্প,ntr
Where is my lungi?,আমার লুঙ্গি কোথায়?,লঙ্গি জামালে?,ntr
His smile was very beautiful.,তার হাসি খুব সুন্দর ছিল,য়াসু রিচা আহ্লা,pos
Have you eaten?,তুমি কি খেয়েছ?,নাং চা ল?,ntr
There was no one there,সেখানে কেউ ছিল না,মিহিলি ত্যক্পাং,neg
There was a sudden change in the weather,আবহাওয়ার হঠাৎ পরিবর্তন ছিল,মো প্পপাং পয়াংব হ্লিরি,ntr
Can I help you?,আমি কি তোমাকে সাহায্য করতে পারি?,নাঃকো ঙা কুহু নুইং হোলঃ?,pos
I really miss you,আমি তোমাকে সত্যি মিস করছি,ঙা নাক্ কো অ্কংকং অউমিংরে,neg
They stopped talking,তাদের কথা বলা বন্ধ,মা চ্গা তুংব্যা,neg
There was no one there,সেখানে কেউ ছিল না,মিহিলি ত্যক্পাং য়াদে,neg
Please give me your hand.,দয়া করে আমাকে আপনার হাত দিন,কো আলাউগ তখ্যাগ পি,pos
I don't agree with you,আমি আপনার সাথে একমত নই,ঙা কো লা চ্গা ম্হক্,neg
Where is my lungi?,আমার লুঙ্গি কোথায়?,ঙা্ক লঙ্গি,ntr
Have a nice day!,একটি ভালো দিন কাটুক!,ত্রা্ক নিং বে চি,pos
Where do you want to go?,আপনি কোথায় যেতে চান?,কো আদো লাখ্যাং লে? রে,pos
"No, I will eat later.","না, আমি পরে খাব","ইন্হি, নঃউকা ঙা",neg
He praised him.,সে তাকে তারিফ করেছিল,ঠুসুগো অ্কং প্রবঃয়ে,pos
I can't hear you.,আমি তোমাকে শুনতে পাচ্ছি না,ঙা নাাং প্রচাগো,ntr
I really miss you,আমি তোমাকে সত্যি মিস করছি,অ্কংকং কো নাক্ ঙা অউমিংরে,neg
I can swim.,আমি সাঁতার কাটতে পারি,ঙা র্গু খেহো তেতি,ntr
My hair has grown very long,আমার চুল অনেক লম্বা হয়েছে,ঙা মা ছেংবাং হ্রীব্যা এর্মা,ntr
When was he born?,সে কখন জন্মেছিল?,য়াসু মুইংরে লে?,ntr
This is not a joke,এটি তামাশা না,ম্হক্ ইচা স্যইংচা,neg
Don't be angry.,রাগ করো না,মেং ম্তাঃক্যে,pos
His proposal was accepted in the meeting.,সভায় তার প্রস্তাব গৃহীত হয়,মা মিটিং য়াসু চ্গা ফ্ররে,pos
There are many problems to solve,সমাধান করার জন্য অনেক সমস্যা আছে,আওকং সমস্যা কিজু এর্মা প্যাংহো হীরে,neg
Thanks for the information.,তথ্যের জন্য ধন্যবাদ,স্ডাং কিজুটাংরে কিজু,pos
She was alone.,তিনি একা ছিলেন,য়াঃসু খ্যাং নুং হিঃরেলেয়,neg
I am very happy.,আমি অত্যন্ত খুশি,ঙা আমা রেয়,pos
That is very bad.,ওটা খুব খারাপ,তিফিবাং ম্কং,neg
No one was in the garden,বাগানে কেউ ছিল না,য়ইং মা মিহিলিই ত্যক্পাং,neg
It really takes time.,এটা সত্যিই সময় লাগে,ইচা আখ্যিং অ্কংকং লুরেয়,ntr
I am lost,আমি হারিয়ে গিয়েছি।,ঙা ফাব্যা,neg
We should be very careful,আমাদের খুব সতর্ক হওয়া উচিত,ঙো আমা ফ্রোরাহু,pos
I have no idea,আমার কোন ধারণা নাই,মি্সি ঙা ত্খোবাং,neg
This bird can't fly,এই পাখি উড়তে পারে না,ন্হাক্ ই ম্প্যেংন্হেং,ntr
Will you kill me?,তুমি কি আমাকে মেরে ফেলবে?,য়াসু হব্যা সেব্ল ল?,neg
There have been five murders this month,এই মাসে পাঁচটি খুনের ঘটনা ঘটেছে,ইলামা ঙাখ্ক ফ্রকেরে এসেএওয়ব্যে,neg
Do you want to go?,আপনি কি যেতে চান?,লা খ্যাংরে ল?,pos
There are many problems to solve,সমাধান করার জন্য অনেক সমস্যা আছে,কিজু প্যাংহো আওকং এর্মা সমস্যা হীরে,neg
See you next year,সামনের বছর দেখা হবে,লেমে ক্যামে মা আ্তুই ন্হক্,ntr
I am sorry.,আমি দুঃখিত,গো খোয়ং হ্রুওয়ে,neg
Will you kill me?,তুমি কি আমাকে মেরে ফেলবে?,য়াসু ঙাগো ল? হব্যা সেব্ল,neg
Have a good time.,একটি ভাল সময় আছে,ট্খু্ক আকং হিরে আখ্যিং,pos
She got angry.,সে রেগে গেল,য়াসু মেং,neg
When will you cut your wheat?,তুমি কখন তোমার গম কাটবে?,নং জ্যখা গং রুইহুলে?,neg
This is my brother,এই আমার ভাই,ইচা ঙা আকোসে/ন্ঙ্যিং,ntr
His voice was soft.,তার কণ্ঠ নরম ছিল,আসেং ঙন্যে,ntr
That is very bad.,ওটা খুব খারাপ,য়াচা তিফিবাং,neg
